run_status	sample	role	total_reads	mapped_pct	properly_paired_pct	duplicate_pct	mean_target_coverage	target_ge_20x_pct	target_ge_50x_pct	target_ge_100x_pct
NOT_RUN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
